V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
45,blue-collar,married,secondary,no,27,yes,no,unknown,12,may,299,5,-1,0,unknown,1
32,management,married,tertiary,no,-24,yes,no,unknown,12,may,93,4,-1,0,unknown,1
39,blue-collar,married,secondary,no,23,yes,no,unknown,12,may,22,5,-1,0,unknown,1
53,blue-collar,married,primary,no,6386,yes,no,unknown,12,may,170,8,-1,0,unknown,1
28,unemployed,single,secondary,yes,-353,yes,no,unknown,12,may,89,3,-1,0,unknown,1
31,admin.,married,secondary,no,-474,yes,no,unknown,12,may,215,2,-1,0,unknown,1
34,entrepreneur,single,tertiary,no,714,yes,no,unknown,12,may,166,4,-1,0,unknown,1
40,blue-collar,married,primary,no,570,yes,no,unknown,12,may,109,3,-1,0,unknown,1
29,blue-collar,single,secondary,no,16,no,no,unknown,12,may,197,3,-1,0,unknown,1
34,admin.,single,secondary,no,1504,yes,no,unknown,12,may,395,3,-1,0,unknown,1
38,management,married,tertiary,no,551,yes,no,unknown,12,may,1875,4,-1,0,unknown,1
31,services,married,secondary,no,-759,yes,no,unknown,12,may,220,2,-1,0,unknown,1
32,technician,divorced,secondary,no,1097,yes,no,unknown,12,may,298,2,-1,0,unknown,1
31,services,married,secondary,no,520,yes,no,unknown,12,may,123,7,-1,0,unknown,1
53,blue-collar,single,unknown,no,0,no,no,unknown,12,may,140,7,-1,0,unknown,1
38,blue-collar,single,unknown,no,573,yes,no,unknown,12,may,334,7,-1,0,unknown,1
57,blue-collar,married,primary,yes,0,yes,no,unknown,12,may,73,3,-1,0,unknown,1
58,entrepreneur,married,tertiary,no,146,yes,no,unknown,12,may,186,6,-1,0,unknown,1
50,blue-collar,married,primary,no,-37,yes,no,unknown,12,may,78,3,-1,0,unknown,1
36,blue-collar,single,secondary,no,90,yes,no,unknown,12,may,13,5,-1,0,unknown,1
46,blue-collar,married,primary,no,0,yes,no,unknown,12,may,51,9,-1,0,unknown,1
39,admin.,single,secondary,no,1242,yes,no,unknown,12,may,303,3,-1,0,unknown,1
31,admin.,single,secondary,no,98,yes,yes,unknown,12,may,159,3,-1,0,unknown,1
44,management,single,tertiary,no,295,yes,no,unknown,12,may,103,8,-1,0,unknown,1
53,admin.,married,secondary,no,465,no,yes,unknown,12,may,95,3,-1,0,unknown,1
35,technician,married,tertiary,no,1473,yes,no,unknown,12,may,84,3,-1,0,unknown,1
40,blue-collar,married,secondary,no,3122,yes,no,unknown,12,may,344,3,-1,0,unknown,1
30,technician,single,secondary,no,317,yes,no,unknown,12,may,246,6,-1,0,unknown,1
33,blue-collar,divorced,secondary,no,176,yes,no,unknown,12,may,157,5,-1,0,unknown,1
39,blue-collar,married,secondary,no,661,yes,no,unknown,12,may,162,4,-1,0,unknown,1
25,admin.,single,secondary,no,1,yes,yes,unknown,12,may,24,12,-1,0,unknown,1
35,blue-collar,married,primary,no,-12,yes,no,unknown,12,may,212,5,-1,0,unknown,1
43,blue-collar,married,primary,no,1401,yes,no,unknown,12,may,195,2,-1,0,unknown,1
41,entrepreneur,married,tertiary,no,171,yes,no,unknown,12,may,143,4,-1,0,unknown,1
55,blue-collar,married,primary,no,431,yes,no,unknown,12,may,68,2,-1,0,unknown,1
49,technician,divorced,secondary,no,265,yes,no,unknown,12,may,274,6,-1,0,unknown,1
30,self-employed,married,tertiary,no,227,yes,yes,unknown,12,may,227,3,-1,0,unknown,1
37,blue-collar,single,secondary,no,336,yes,no,unknown,12,may,152,5,-1,0,unknown,1
46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,249,4,-1,0,unknown,1
36,blue-collar,married,secondary,no,1554,yes,no,unknown,12,may,325,4,-1,0,unknown,1
45,services,single,secondary,no,141,yes,no,unknown,12,may,111,4,-1,0,unknown,1
48,blue-collar,married,primary,no,762,yes,no,unknown,12,may,81,4,-1,0,unknown,1
22,housemaid,single,secondary,no,650,yes,no,unknown,12,may,181,4,-1,0,unknown,1
46,admin.,married,secondary,no,250,no,no,unknown,13,may,85,2,-1,0,unknown,1
39,blue-collar,married,secondary,no,130,yes,no,unknown,13,may,141,6,-1,0,unknown,1
56,admin.,married,secondary,no,11,no,no,unknown,13,may,42,3,-1,0,unknown,1
35,management,divorced,tertiary,no,36,yes,no,unknown,13,may,182,6,-1,0,unknown,1
45,blue-collar,married,primary,no,333,yes,no,unknown,13,may,160,3,-1,0,unknown,1
28,technician,married,secondary,no,487,yes,no,unknown,13,may,176,4,-1,0,unknown,1
32,admin.,single,tertiary,no,594,yes,no,unknown,13,may,134,2,-1,0,unknown,1
52,services,married,tertiary,no,1135,yes,yes,unknown,13,may,514,5,-1,0,unknown,1
26,admin.,divorced,secondary,yes,-3,yes,no,unknown,13,may,181,5,-1,0,unknown,1
22,blue-collar,single,primary,no,-168,yes,no,unknown,13,may,160,3,-1,0,unknown,1
35,blue-collar,married,primary,no,414,no,no,unknown,13,may,504,4,-1,0,unknown,2
44,technician,single,tertiary,no,166,yes,no,unknown,13,may,267,3,-1,0,unknown,1
31,blue-collar,married,secondary,no,472,yes,no,unknown,13,may,907,2,-1,0,unknown,1
28,blue-collar,married,secondary,no,-95,yes,no,unknown,13,may,200,1,-1,0,unknown,1
23,technician,single,secondary,no,158,yes,no,unknown,13,may,139,1,-1,0,unknown,1
26,technician,single,secondary,no,8,no,no,unknown,13,may,147,1,-1,0,unknown,1
31,admin.,single,secondary,no,296,yes,no,unknown,13,may,161,1,-1,0,unknown,1
27,admin.,single,secondary,no,-541,yes,yes,unknown,13,may,153,1,-1,0,unknown,1
34,services,single,secondary,no,23,no,no,unknown,13,may,109,1,-1,0,unknown,1
25,blue-collar,single,primary,no,17,yes,no,unknown,13,may,97,2,-1,0,unknown,1
25,blue-collar,single,secondary,no,335,yes,no,unknown,13,may,164,1,-1,0,unknown,1
22,services,single,secondary,no,395,yes,no,unknown,13,may,70,1,-1,0,unknown,1
37,blue-collar,divorced,secondary,no,178,yes,no,unknown,13,may,71,1,-1,0,unknown,1
26,entrepreneur,single,secondary,no,101,yes,no,unknown,13,may,723,1,-1,0,unknown,1
32,blue-collar,married,secondary,no,-428,yes,no,unknown,13,may,518,1,-1,0,unknown,1
26,technician,single,secondary,no,24299,yes,no,unknown,13,may,704,1,-1,0,unknown,1
27,blue-collar,single,secondary,no,181,no,no,unknown,13,may,147,1,-1,0,unknown,1
22,services,married,secondary,no,83,yes,no,unknown,13,may,101,1,-1,0,unknown,1
32,technician,married,secondary,no,175,yes,no,unknown,13,may,142,1,-1,0,unknown,1
33,management,divorced,secondary,no,5,yes,no,unknown,13,may,1346,1,-1,0,unknown,2
34,admin.,married,secondary,no,3185,yes,no,unknown,13,may,520,1,-1,0,unknown,1
31,blue-collar,married,secondary,no,2577,yes,no,unknown,13,may,611,2,-1,0,unknown,1
28,technician,single,secondary,no,216,yes,no,unknown,13,may,66,1,-1,0,unknown,1
37,blue-collar,married,secondary,no,166,yes,no,unknown,13,may,135,3,-1,0,unknown,1
45,blue-collar,married,primary,no,323,yes,no,unknown,13,may,276,2,-1,0,unknown,1
31,management,married,tertiary,no,334,yes,no,unknown,13,may,449,1,-1,0,unknown,1
48,entrepreneur,married,secondary,no,86,yes,no,unknown,13,may,98,1,-1,0,unknown,1
24,admin.,single,secondary,no,845,yes,no,unknown,13,may,105,1,-1,0,unknown,1
24,technician,single,secondary,no,-126,yes,yes,unknown,13,may,382,2,-1,0,unknown,1
45,services,married,secondary,no,-3,yes,no,unknown,13,may,213,1,-1,0,unknown,1
26,services,married,secondary,no,54,yes,no,unknown,13,may,116,1,-1,0,unknown,1
24,technician,single,secondary,no,-192,yes,no,unknown,13,may,125,1,-1,0,unknown,1
29,blue-collar,married,secondary,no,125,yes,no,unknown,13,may,50,1,-1,0,unknown,1
34,blue-collar,single,primary,no,2146,yes,no,unknown,13,may,138,1,-1,0,unknown,1
30,technician,single,tertiary,no,-522,yes,no,unknown,13,may,375,1,-1,0,unknown,1
21,student,single,secondary,no,99,yes,no,unknown,13,may,49,1,-1,0,unknown,1
42,blue-collar,married,secondary,no,-1664,yes,no,unknown,13,may,169,1,-1,0,unknown,1
32,unemployed,married,secondary,yes,2,yes,no,unknown,13,may,178,2,-1,0,unknown,1
40,services,married,secondary,no,2172,yes,yes,unknown,13,may,1386,1,-1,0,unknown,1
33,management,single,tertiary,no,168,yes,no,unknown,13,may,155,1,-1,0,unknown,1
32,technician,married,primary,no,62,yes,yes,unknown,13,may,120,1,-1,0,unknown,1
25,admin.,single,secondary,no,768,yes,no,unknown,13,may,203,1,-1,0,unknown,1
41,blue-collar,married,secondary,no,429,yes,no,unknown,13,may,244,1,-1,0,unknown,1
37,admin.,married,secondary,no,36,yes,no,unknown,13,may,428,1,-1,0,unknown,1
29,blue-collar,married,primary,no,0,yes,no,unknown,13,may,53,1,-1,0,unknown,1
29,technician,single,secondary,no,544,yes,no,unknown,13,may,360,1,-1,0,unknown,1
46,services,divorced,primary,no,91,yes,no,unknown,13,may,215,1,-1,0,unknown,1
32,management,single,tertiary,yes,-3,yes,no,unknown,13,may,500,2,-1,0,unknown,1
30,admin.,single,secondary,no,1374,yes,no,unknown,13,may,207,1,-1,0,unknown,1
38,management,married,tertiary,no,119,yes,no,unknown,13,may,568,4,-1,0,unknown,2
22,services,single,secondary,no,279,yes,no,unknown,13,may,270,1,-1,0,unknown,1
22,management,single,secondary,no,594,yes,no,unknown,13,may,154,1,-1,0,unknown,1
32,services,single,secondary,no,-121,yes,yes,unknown,13,may,272,1,-1,0,unknown,1
36,blue-collar,married,secondary,no,-195,yes,no,unknown,13,may,229,1,-1,0,unknown,1
30,technician,single,secondary,no,-208,yes,yes,unknown,13,may,108,1,-1,0,unknown,1
26,blue-collar,single,secondary,no,309,yes,no,unknown,13,may,210,1,-1,0,unknown,1
41,blue-collar,divorced,primary,yes,210,yes,no,unknown,13,may,383,1,-1,0,unknown,1
42,unemployed,married,secondary,no,135,yes,no,unknown,13,may,259,6,-1,0,unknown,1
45,blue-collar,married,secondary,no,66,yes,no,unknown,13,may,3366,3,-1,0,unknown,1
24,services,single,secondary,yes,-122,yes,no,unknown,13,may,1000,1,-1,0,unknown,2
54,retired,divorced,tertiary,no,0,no,no,unknown,13,may,618,1,-1,0,unknown,2
33,blue-collar,single,unknown,no,-90,yes,no,unknown,13,may,415,1,-1,0,unknown,1
28,blue-collar,married,primary,no,286,yes,no,unknown,13,may,237,1,-1,0,unknown,1
36,admin.,married,secondary,no,-423,yes,yes,unknown,13,may,106,1,-1,0,unknown,1
34,blue-collar,single,primary,no,505,yes,no,unknown,13,may,351,1,-1,0,unknown,1
28,admin.,single,secondary,no,296,yes,no,unknown,13,may,218,1,-1,0,unknown,1
31,technician,single,tertiary,no,279,yes,no,unknown,13,may,198,1,-1,0,unknown,1
53,services,married,secondary,no,367,yes,yes,unknown,13,may,284,2,-1,0,unknown,1
20,blue-collar,single,secondary,no,129,yes,yes,unknown,13,may,190,1,-1,0,unknown,1
47,retired,married,primary,yes,-13,no,no,unknown,13,may,295,1,-1,0,unknown,1
33,blue-collar,married,primary,no,1309,yes,no,unknown,13,may,262,1,-1,0,unknown,1
24,blue-collar,single,secondary,no,-10,yes,no,unknown,13,may,106,1,-1,0,unknown,1
23,admin.,single,secondary,no,5,yes,no,unknown,13,may,93,1,-1,0,unknown,1
27,blue-collar,single,secondary,no,71,yes,no,unknown,13,may,174,1,-1,0,unknown,1
23,admin.,single,secondary,no,281,yes,no,unknown,13,may,124,1,-1,0,unknown,1
30,blue-collar,married,secondary,no,173,yes,no,unknown,13,may,217,1,-1,0,unknown,1
34,blue-collar,divorced,secondary,no,383,yes,no,unknown,13,may,2231,1,-1,0,unknown,2
55,blue-collar,divorced,primary,no,39,yes,no,unknown,13,may,343,1,-1,0,unknown,1
57,management,married,primary,no,1052,yes,no,unknown,13,may,227,4,-1,0,unknown,1
59,retired,divorced,unknown,no,-49,yes,no,unknown,13,may,248,2,-1,0,unknown,1
20,services,single,secondary,no,-103,yes,no,unknown,13,may,180,1,-1,0,unknown,1
30,services,married,secondary,yes,-846,yes,no,unknown,13,may,117,1,-1,0,unknown,1
41,admin.,married,secondary,no,705,yes,no,unknown,13,may,205,1,-1,0,unknown,1
37,services,single,secondary,no,1950,yes,no,unknown,13,may,370,1,-1,0,unknown,1
31,admin.,divorced,secondary,no,253,yes,no,unknown,13,may,289,2,-1,0,unknown,1
39,management,single,tertiary,no,595,yes,no,unknown,13,may,427,1,-1,0,unknown,1
28,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,may,170,1,-1,0,unknown,1
44,blue-collar,married,primary,no,353,yes,no,unknown,13,may,705,1,-1,0,unknown,1
31,technician,married,secondary,no,2363,yes,no,unknown,13,may,247,1,-1,0,unknown,1
28,blue-collar,married,unknown,no,52,yes,no,unknown,13,may,226,1,-1,0,unknown,1
51,technician,married,unknown,no,205,yes,yes,unknown,13,may,665,1,-1,0,unknown,1
34,management,married,tertiary,no,1557,yes,yes,unknown,13,may,213,1,-1,0,unknown,1
24,technician,single,tertiary,no,596,yes,no,unknown,13,may,451,1,-1,0,unknown,1
29,self-employed,single,tertiary,no,-114,yes,no,unknown,13,may,174,1,-1,0,unknown,1
50,management,married,primary,no,478,no,no,unknown,13,may,126,5,-1,0,unknown,1
21,blue-collar,single,secondary,no,614,yes,no,unknown,13,may,243,3,-1,0,unknown,1
29,blue-collar,single,secondary,no,783,yes,no,unknown,13,may,166,1,-1,0,unknown,1
26,blue-collar,single,secondary,no,401,yes,no,unknown,13,may,373,1,-1,0,unknown,1
26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,1
21,blue-collar,single,secondary,no,-273,yes,yes,unknown,13,may,340,1,-1,0,unknown,1
23,blue-collar,single,primary,no,2594,yes,no,unknown,13,may,193,1,-1,0,unknown,1
25,services,single,secondary,no,382,yes,no,unknown,13,may,392,1,-1,0,unknown,1
40,blue-collar,married,primary,no,-166,yes,no,unknown,13,may,136,1,-1,0,unknown,1
39,admin.,divorced,secondary,no,-141,yes,no,unknown,13,may,148,1,-1,0,unknown,1
25,blue-collar,single,secondary,no,-250,yes,no,unknown,13,may,456,1,-1,0,unknown,1
26,technician,married,tertiary,no,3825,yes,no,unknown,13,may,107,1,-1,0,unknown,1
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,1
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,1
34,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,may,276,1,-1,0,unknown,1
47,unemployed,married,secondary,no,955,yes,no,unknown,13,may,47,1,-1,0,unknown,1
31,self-employed,married,secondary,no,263,yes,no,unknown,13,may,150,2,-1,0,unknown,1
45,blue-collar,married,secondary,no,4646,yes,no,unknown,13,may,118,1,-1,0,unknown,1
33,technician,single,tertiary,no,989,yes,yes,unknown,13,may,232,3,-1,0,unknown,1
27,technician,married,secondary,no,232,yes,yes,unknown,13,may,1167,1,-1,0,unknown,1
41,unemployed,married,primary,no,1483,yes,no,unknown,13,may,227,1,-1,0,unknown,1
58,technician,married,secondary,no,7495,yes,no,unknown,13,may,325,1,-1,0,unknown,1
45,management,married,tertiary,no,0,yes,yes,unknown,13,may,147,1,-1,0,unknown,1
49,self-employed,married,tertiary,no,2199,yes,no,unknown,13,may,98,1,-1,0,unknown,1
42,blue-collar,married,secondary,no,476,yes,no,unknown,13,may,93,1,-1,0,unknown,1
52,blue-collar,married,secondary,no,148,yes,no,unknown,13,may,83,1,-1,0,unknown,1
52,services,married,secondary,no,3241,yes,no,unknown,13,may,105,1,-1,0,unknown,1
49,retired,married,primary,no,2665,yes,no,unknown,13,may,67,1,-1,0,unknown,1
59,retired,married,secondary,no,1875,yes,no,unknown,13,may,77,1,-1,0,unknown,1
54,management,married,primary,no,879,yes,no,unknown,13,may,191,1,-1,0,unknown,1
46,blue-collar,married,secondary,no,1934,yes,no,unknown,13,may,20,1,-1,0,unknown,1
44,management,married,tertiary,no,0,no,no,unknown,13,may,27,1,-1,0,unknown,1
26,services,married,secondary,no,380,yes,no,unknown,13,may,260,3,-1,0,unknown,1
46,blue-collar,married,secondary,no,2485,yes,no,unknown,13,may,174,4,-1,0,unknown,1
59,retired,married,primary,no,5521,yes,yes,unknown,13,may,94,1,-1,0,unknown,1
43,blue-collar,married,unknown,no,24,yes,no,unknown,13,may,23,2,-1,0,unknown,1
50,blue-collar,married,secondary,no,160,yes,no,unknown,13,may,334,1,-1,0,unknown,1
26,blue-collar,single,secondary,no,-204,yes,no,unknown,13,may,609,2,-1,0,unknown,1
54,blue-collar,married,unknown,no,363,yes,no,unknown,13,may,202,1,-1,0,unknown,1
44,technician,divorced,secondary,no,181,no,no,unknown,13,may,302,1,-1,0,unknown,1
36,admin.,divorced,secondary,no,307,yes,no,unknown,13,may,121,2,-1,0,unknown,1
51,services,married,unknown,no,193,yes,no,unknown,13,may,202,3,-1,0,unknown,1
59,retired,married,secondary,no,3382,yes,no,unknown,13,may,806,1,-1,0,unknown,1
42,management,married,tertiary,no,1823,yes,no,unknown,13,may,31,1,-1,0,unknown,1
41,services,married,secondary,no,-111,yes,no,unknown,13,may,21,1,-1,0,unknown,1
43,blue-collar,married,unknown,no,3373,yes,no,unknown,13,may,156,1,-1,0,unknown,1
40,self-employed,married,primary,no,92,yes,no,unknown,13,may,92,1,-1,0,unknown,1
32,technician,married,tertiary,no,463,yes,no,unknown,13,may,128,2,-1,0,unknown,1
55,technician,married,unknown,no,1192,yes,no,unknown,13,may,481,1,-1,0,unknown,1
59,retired,married,secondary,no,2376,no,no,unknown,13,may,766,1,-1,0,unknown,1
30,blue-collar,married,secondary,no,-166,yes,yes,unknown,13,may,255,5,-1,0,unknown,1
47,admin.,married,secondary,no,3960,yes,no,unknown,13,may,110,1,-1,0,unknown,1
23,entrepreneur,single,primary,no,4,yes,no,unknown,13,may,395,2,-1,0,unknown,2
44,blue-collar,married,primary,no,23,yes,no,unknown,13,may,135,1,-1,0,unknown,1
45,technician,married,secondary,no,639,yes,no,unknown,13,may,192,1,-1,0,unknown,1
35,technician,single,secondary,no,2144,yes,no,unknown,13,may,188,2,-1,0,unknown,1
41,technician,divorced,secondary,no,225,yes,yes,unknown,13,may,139,1,-1,0,unknown,1
59,management,divorced,primary,no,13308,yes,no,unknown,13,may,131,1,-1,0,unknown,1
29,services,single,primary,no,95,yes,no,unknown,13,may,266,2,-1,0,unknown,1
48,services,married,secondary,no,1199,yes,no,unknown,13,may,76,1,-1,0,unknown,1
49,management,married,tertiary,no,400,yes,no,unknown,13,may,122,1,-1,0,unknown,1
60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1015,1,-1,0,unknown,2
45,management,married,tertiary,no,849,no,no,unknown,13,may,60,1,-1,0,unknown,1
48,management,married,tertiary,no,1949,yes,no,unknown,13,may,683,2,-1,0,unknown,2
45,entrepreneur,divorced,tertiary,no,-395,yes,no,unknown,13,may,470,1,-1,0,unknown,2
48,management,married,tertiary,no,618,no,no,unknown,13,may,149,1,-1,0,unknown,1
54,retired,married,primary,no,0,yes,no,unknown,13,may,106,1,-1,0,unknown,1
44,technician,married,tertiary,no,0,yes,yes,unknown,13,may,127,2,-1,0,unknown,1
46,blue-collar,single,primary,no,355,yes,no,unknown,13,may,320,1,-1,0,unknown,1
52,admin.,divorced,secondary,no,131,yes,yes,unknown,13,may,145,1,-1,0,unknown,1
44,management,married,tertiary,no,6203,yes,yes,unknown,13,may,129,1,-1,0,unknown,1
52,services,divorced,secondary,no,1635,yes,no,unknown,13,may,730,1,-1,0,unknown,1
46,entrepreneur,single,tertiary,no,580,yes,no,unknown,13,may,36,1,-1,0,unknown,1
54,admin.,divorced,secondary,no,1814,no,no,unknown,13,may,521,1,-1,0,unknown,1
49,entrepreneur,divorced,secondary,no,159,yes,no,unknown,13,may,95,3,-1,0,unknown,1
46,management,married,tertiary,no,48,no,no,unknown,13,may,120,1,-1,0,unknown,1
48,services,divorced,primary,no,189,yes,no,unknown,13,may,768,1,-1,0,unknown,1
43,blue-collar,married,unknown,no,-633,yes,yes,unknown,13,may,277,1,-1,0,unknown,1
50,blue-collar,married,primary,no,5356,no,no,unknown,13,may,289,1,-1,0,unknown,1
44,blue-collar,married,secondary,no,476,yes,no,unknown,13,may,473,1,-1,0,unknown,1
43,unemployed,divorced,secondary,no,4478,yes,no,unknown,13,may,133,1,-1,0,unknown,1
51,admin.,single,secondary,no,3132,no,no,unknown,13,may,459,1,-1,0,unknown,1
59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,1
52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,1
35,admin.,single,secondary,no,414,yes,no,unknown,13,may,386,2,-1,0,unknown,1
36,blue-collar,married,secondary,no,1165,yes,no,unknown,13,may,1001,4,-1,0,unknown,2
32,services,married,secondary,no,3839,yes,no,unknown,13,may,76,1,-1,0,unknown,1
41,blue-collar,married,secondary,no,196,yes,no,unknown,13,may,488,1,-1,0,unknown,1
47,blue-collar,married,primary,no,521,yes,no,unknown,13,may,262,1,-1,0,unknown,1
45,services,married,secondary,no,350,yes,yes,unknown,13,may,146,1,-1,0,unknown,1
45,blue-collar,married,secondary,no,8680,yes,no,unknown,13,may,503,1,-1,0,unknown,1
45,entrepreneur,divorced,tertiary,no,0,yes,no,unknown,13,may,170,1,-1,0,unknown,1
29,technician,single,secondary,no,309,yes,no,unknown,13,may,214,1,-1,0,unknown,1
36,management,married,tertiary,no,125,yes,no,unknown,13,may,355,1,-1,0,unknown,1
